id,label,text,char_count,word_count,avg_word_len,digit_count,uppercase_ratio,exclamation_count,has_exclamation,question_count,contains_no,first_second_pronoun_count,log_length,has_url,has_phone,has_money,urgent_terms,action_terms,scam_word_hits,safe_word_hits,scam_word_density,safe_word_density
safe_00014,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ ជម្រាបលា។ (846),75.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.31748811353631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00015,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Best regards. (484)",96.0,15.0,5.133333333333334,3.0,0.02702702702702703,0.0,0.0,0.0,0.0,1.0,4.564348191467836,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.06666666666666667,0.3333333333333333
safe_00016,safe,The project presentation is scheduled for next Thursday. Let's practice. Have a great day. (839),96.0,14.0,5.428571428571429,3.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,4.564348191467836,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.14285714285714285,0.35714285714285715
safe_00017,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ បាទបង! (731),86.0,3.0,4.666666666666667,3.0,0.04081632653061224,1.0,1.0,1.0,0.0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666
safe_00018,safe,សួស្តីមិត្តភក្តិ! ស្អែកជួបគ្នានៅសាលាវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាម៉ោង ៨ ព្រឹក។ (358),85.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.442651256490317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00019,safe,មេរៀនថ្ងៃនេះពិបាកយល់បន្តិច ចាំយប់ឡើងមកពិភាក្សានៅក្នុងគ្រុបបន្ថែម។ ជម្រាបលា។ (435),81.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00020,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ (782),62.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00021,safe,"Good morning team, please review the latest updates added to GitHub. Thanks! (783)",82.0,13.0,5.0,3.0,0.06451612903225806,1.0,1.0,0.0,0.0,0.0,4.406719247264253,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.23076923076923078
safe_00022,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ ជម្រាបលា។ (267),72.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00023,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ សូមអរគុណ។ (731),86.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00024,safe,"Yes, the weather is quite hot today. Make sure to stay hydrated. Thanks! (249)",78.0,14.0,4.214285714285714,3.0,0.05357142857142857,1.0,1.0,0.0,0.0,0.0,4.356708826689592,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.21428571428571427
safe_00025,safe,មេរៀនថ្ងៃនេះពិបាកយល់បន្តិច ចាំយប់ឡើងមកពិភាក្សានៅក្នុងគ្រុបបន្ថែម។ ជម្រាបលា។ (600),81.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00026,safe,Are you going to attend the seminar on cybersecurity held in the main auditorium? Let me know. (563),100.0,18.0,4.388888888888889,3.0,0.02631578947368421,0.0,0.0,1.0,0.0,2.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00027,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ បាទបង! (405),69.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.23410650459726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00028,safe,មេរៀនថ្ងៃនេះពិបាកយល់បន្តិច ចាំយប់ឡើងមកពិភាក្សានៅក្នុងគ្រុបបន្ថែម។ បាទបង! (774),78.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.356708826689592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00029,safe,"Hello professor, I have uploaded my research proposal draft to the system. Have a great day. (372)",98.0,15.0,5.0,3.0,0.04054054054054054,0.0,0.0,0.0,0.0,2.0,4.584967478670572,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4
safe_00030,safe,Don't forget to submit the Python assignment before midnight. Have a great day. (192),85.0,13.0,5.153846153846154,3.0,0.046875,0.0,0.0,0.0,0.0,0.0,4.442651256490317,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3076923076923077
safe_00031,safe,The reference material you suggested was highly useful for my literature review. Have a great day. (641),104.0,16.0,5.1875,3.0,0.024691358024691357,0.0,0.0,0.0,0.0,2.0,4.6443908991413725,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0625,0.375
safe_00032,safe,The project presentation is scheduled for next Thursday. Let's practice. Have a great day. (940),96.0,14.0,5.428571428571429,3.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,4.564348191467836,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.14285714285714285,0.35714285714285715
safe_00033,safe,The reference material you suggested was highly useful for my literature review. Let me know. (105),99.0,16.0,5.0,3.0,0.025974025974025976,0.0,0.0,0.0,0.0,3.0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0625,0.25
safe_00034,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ ជម្រាបលា។ (974),66.0,2.0,3.5,3.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
safe_00035,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Have a great day. (398)",100.0,16.0,4.875,3.0,0.02631578947368421,0.0,0.0,0.0,0.0,1.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0625,0.375
safe_00036,safe,The project presentation is scheduled for next Thursday. Let's practice. Thanks! (412),86.0,12.0,5.833333333333333,3.0,0.06060606060606061,1.0,1.0,0.0,0.0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.16666666666666666,0.3333333333333333
safe_00037,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ បាទបង! (351),83.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,4.418840607796598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00038,safe,Don't forget to submit the Python assignment before midnight. Best regards. (101),81.0,12.0,5.5,3.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.25
safe_00039,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ បាទបង! (335),72.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,4.276666119016055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00040,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ (780),66.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00041,safe,"Yes, the weather is quite hot today. Make sure to stay hydrated. Have a great day. (827)",88.0,16.0,4.0625,3.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,4.477336814478207,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.25
safe_00042,safe,Don't forget to submit the Python assignment before midnight. Have a great day. (762),85.0,13.0,5.153846153846154,3.0,0.046875,0.0,0.0,0.0,0.0,0.0,4.442651256490317,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3076923076923077
safe_00043,safe,"Good morning team, please review the latest updates added to GitHub. Let me know. (834)",87.0,15.0,4.533333333333333,3.0,0.06153846153846154,0.0,0.0,0.0,0.0,1.0,4.465908118654584,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.13333333333333333
safe_00044,safe,Don't forget to submit the Python assignment before midnight. Let me know. (550),80.0,13.0,4.923076923076923,3.0,0.05,0.0,0.0,0.0,0.0,1.0,4.382026634673881,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.15384615384615385
safe_00045,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ (864),65.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00046,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? សូមអរគុណ។ (846),68.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.219507705176107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00047,safe,សួស្តីមិត្តភក្តិ! ស្អែកជួបគ្នានៅសាលាវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាម៉ោង ៨ ព្រឹក។ ជម្រាបលា។ (588),95.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.553876891600541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00048,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ បាទបង! (419),86.0,3.0,4.666666666666667,3.0,0.04081632653061224,1.0,1.0,1.0,0.0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666
safe_00049,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ ជម្រាបលា។ (111),76.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00050,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ បាទបង! (800),63.0,2.0,3.5,3.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
safe_00051,safe,The project presentation is scheduled for next Thursday. Let's practice. Let me know. (161),91.0,14.0,5.214285714285714,3.0,0.057971014492753624,0.0,0.0,0.0,0.0,1.0,4.51085950651685,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.14285714285714285,0.21428571428571427
safe_00052,safe,Can you please let me know when the next enrollment window opens up? Have a great day. (268),92.0,17.0,4.117647058823529,3.0,0.029411764705882353,0.0,0.0,1.0,0.0,2.0,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.11764705882352941
safe_00053,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ សូមអរគុណ។ (111),89.0,3.0,4.666666666666667,3.0,0.0392156862745098,0.0,0.0,1.0,0.0,0.0,4.48863636973214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666
safe_00054,safe,"Hello professor, I have uploaded my research proposal draft to the system. Have a great day. (990)",98.0,15.0,5.0,3.0,0.04054054054054054,0.0,0.0,0.0,0.0,2.0,4.584967478670572,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4
safe_00055,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Thanks! (322)",80.0,14.0,4.428571428571429,3.0,0.0847457627118644,1.0,1.0,1.0,0.0,0.0,4.382026634673881,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.07142857142857142,0.5
safe_00056,safe,Don't forget to submit the Python assignment before midnight. Have a great day. (928),85.0,13.0,5.153846153846154,3.0,0.046875,0.0,0.0,0.0,0.0,0.0,4.442651256490317,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3076923076923077
safe_00057,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ បាទបង! (818),72.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,4.276666119016055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00058,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Best regards. (237)",96.0,15.0,5.133333333333334,3.0,0.02702702702702703,0.0,0.0,0.0,0.0,1.0,4.564348191467836,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.06666666666666667,0.3333333333333333
safe_00059,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? បាទបង! (613),65.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00060,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ (924),76.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00061,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Have a great day. (448)",100.0,16.0,4.875,3.0,0.02631578947368421,0.0,0.0,0.0,0.0,1.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0625,0.375
safe_00062,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ សូមអរគុណ។ (110),76.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00063,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Have a great day. (133)",90.0,16.0,4.25,3.0,0.07575757575757576,0.0,0.0,1.0,0.0,0.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0625,0.5
safe_00064,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ (822),76.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00065,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Thanks! (778)",80.0,14.0,4.428571428571429,3.0,0.0847457627118644,1.0,1.0,1.0,0.0,0.0,4.382026634673881,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.07142857142857142,0.5
safe_00066,safe,Don't forget to submit the Python assignment before midnight. Let me know. (542),80.0,13.0,4.923076923076923,3.0,0.05,0.0,0.0,0.0,0.0,1.0,4.382026634673881,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.15384615384615385
safe_00067,safe,"Hello professor, I have uploaded my research proposal draft to the system. Thanks! (316)",88.0,13.0,5.3076923076923075,3.0,0.04477611940298507,1.0,1.0,0.0,0.0,2.0,4.477336814478207,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.38461538461538464
safe_00068,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ ជម្រាបលា។ (931),76.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00069,safe,The project presentation is scheduled for next Thursday. Let's practice. Thanks! (492),86.0,12.0,5.833333333333333,3.0,0.06060606060606061,1.0,1.0,0.0,0.0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.16666666666666666,0.3333333333333333
safe_00070,safe,Don't forget to submit the Python assignment before midnight. Thanks! (447),75.0,11.0,5.545454545454546,3.0,0.05263157894736842,1.0,1.0,0.0,0.0,0.0,4.31748811353631,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2727272727272727
safe_00071,safe,Can you please let me know when the next enrollment window opens up? Have a great day. (572),92.0,17.0,4.117647058823529,3.0,0.029411764705882353,0.0,0.0,1.0,0.0,2.0,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.11764705882352941
safe_00072,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ (148),79.0,3.0,4.666666666666667,3.0,0.044444444444444446,0.0,0.0,1.0,0.0,0.0,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666
safe_00073,safe,"Yes, the weather is quite hot today. Make sure to stay hydrated. Let me know. (110)",83.0,16.0,3.875,3.0,0.05084745762711865,0.0,0.0,0.0,0.0,1.0,4.418840607796598,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.125
safe_00074,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ សូមអរគុណ។ (533),75.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.31748811353631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00075,safe,Don't forget to submit the Python assignment before midnight. Best regards. (223),81.0,12.0,5.5,3.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.25
safe_00076,safe,"Hello professor, I have uploaded my research proposal draft to the system. Have a great day. (921)",98.0,15.0,5.0,3.0,0.04054054054054054,0.0,0.0,0.0,0.0,2.0,4.584967478670572,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4
safe_00077,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Thanks! (957)",80.0,14.0,4.428571428571429,3.0,0.0847457627118644,1.0,1.0,1.0,0.0,0.0,4.382026634673881,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.07142857142857142,0.5
safe_00078,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ សូមអរគុណ។ (949),76.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00079,safe,The project presentation is scheduled for next Thursday. Let's practice. Have a great day. (632),96.0,14.0,5.428571428571429,3.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,4.564348191467836,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.14285714285714285,0.35714285714285715
safe_00080,safe,សួស្តីមិត្តភក្តិ! ស្អែកជួបគ្នានៅសាលាវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាម៉ោង ៨ ព្រឹក។ បាទបង! (359),92.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00081,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Have a great day. (431)",100.0,16.0,4.875,3.0,0.02631578947368421,0.0,0.0,0.0,0.0,1.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0625,0.375
safe_00082,safe,សួស្តីមិត្តភក្តិ! ស្អែកជួបគ្នានៅសាលាវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាម៉ោង ៨ ព្រឹក។ បាទបង! (816),92.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_00083,safe,The project presentation is scheduled for next Thursday. Let's practice. Best regards. (888),92.0,13.0,5.769230769230769,3.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.15384615384615385,0.3076923076923077
safe_00084,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Thanks! (539)",90.0,14.0,5.142857142857143,3.0,0.028985507246376812,1.0,1.0,0.0,0.0,1.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.07142857142857142,0.35714285714285715
safe_00085,safe,The project presentation is scheduled for next Thursday. Let's practice. Thanks! (200),86.0,12.0,5.833333333333333,3.0,0.06060606060606061,1.0,1.0,0.0,0.0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.16666666666666666,0.3333333333333333
safe_00086,safe,"Good morning team, please review the latest updates added to GitHub. Have a great day. (247)",92.0,15.0,4.733333333333333,3.0,0.057971014492753624,0.0,0.0,0.0,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.26666666666666666
safe_00087,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Let me know. (507)",95.0,16.0,4.6875,3.0,0.027777777777777776,0.0,0.0,0.0,0.0,2.0,4.553876891600541,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0625,0.25
